PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
00333	12608267	-0.307847	9.825480	0.102535	-0.005578	0.003625	-0.004252
00334	12608317	-0.313654	9.837343	0.097778	-0.004618	0.001708	-0.002757
00335	12608367	-0.293559	9.809806	0.100077	-0.004962	0.000445	-0.001451
00336	12608417	-0.298802	9.817446	0.092387	-0.002474	0.000520	-0.002481
00337	12608467	-0.316149	9.813893	0.093284	-0.003737	0.003346	-0.000446
00338	12608517	-0.300113	9.804693	0.103229	-0.005084	0.000215	-0.001169
00339	12608567	-0.297073	9.820917	0.114911	-0.003510	0.005446	-0.000563
00340	12608617	-0.294806	9.834015	0.098153	-0.004503	0.001064	-0.002091
00341	12608667	-0.301651	9.812263	0.102983	-0.005227	0.000767	-0.000453
00342	12608717	-0.299111	9.820899	0.098619	-0.002285	0.001750	-0.001804
